# {'par': {'k': 0; 'D': 0.1; 'v': 1.5; 'tau': 1.0; 'R': 0.5; 'label': '(v_1.5)'}; 'guess_range': ([-275; 25; 75]; [0; 100; 20]); 'tols': (1e-09; 0.005; 3)}
Sol_r,Sol_i,Guess,g(x),ier,msg,infodict,instances
-0.4272,0.0,[1. 0.],9.313225746154785e-10,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-1.,  0.],
       [ 0., -1.]]), 'r': array([-4.03134049e+06,  6.25000000e-02, -4.03134073e+06]), 'qtf': array([-9.31322575e-10,  0.00000000e+00]), 'fvec': array([9.31322575e-10, 0.00000000e+00])}",14
-0.6593,-3.867,[-0.65928575 -3.86746951],2.5076627764545864e-09,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.99379343, -0.11124123],
       [ 0.11124123, -0.99379343]]), 'r': array([-3.87220763e+06,  3.92593379e-01, -3.87220773e+06]), 'qtf': array([-2.41745712e-09, -6.66538591e-10]), 'fvec': array([2.32830644e-09, 9.31322575e-10])}",7
-0.6593,3.867,[1. 5.],2.5076627764545864e-09,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.99379343,  0.11124123],
       [-0.11124123, -0.99379343]]), 'r': array([-3.87220763e+06,  2.41905515e-02, -3.87220782e+06]), 'qtf': array([-2.41745712e-09,  6.66538591e-10]), 'fvec': array([ 2.32830644e-09, -9.31322575e-10])}",7
-1.25,7.953,[ 9. 10.],2.5670832338742848e-09,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98625546,  0.16522765],
       [-0.16522765, -0.98625546]]), 'r': array([-3.59620323e+06,  3.79874807e-01, -3.59620332e+06]), 'qtf': array([-1.02193490e-09, -2.35490242e-09]), 'fvec': array([1.39698386e-09, 2.15368345e-09])}",5
-1.25,-7.953,[-1.25016127 -7.9531799 ],2.5670832338742848e-09,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98625546, -0.16522765],
       [ 0.16522765, -0.98625546]]), 'r': array([-3.59620323e+06,  2.20461161e-01, -3.59620323e+06]), 'qtf': array([-1.02193490e-09,  2.35490242e-09]), 'fvec': array([ 1.39698386e-09, -2.15368345e-09])}",5
-2.025,12.31,[-3. 10.],9.599853366654507e-10,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98360492,  0.18033678],
       [-0.18033678, -0.98360492]]), 'r': array([-3.37739253e+06,  4.28830902e-01, -3.37739251e+06]), 'qtf': array([-9.58041399e-10,  6.10616509e-11]), 'fvec': array([ 9.31322575e-10, -2.32830644e-10])}",6
-2.025,-12.31,[ -2.02451016 -12.31244308],9.599853366654507e-10,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98360492, -0.18033678],
       [ 0.18033678, -0.98360492]]), 'r': array([-3.37739253e+06,  3.93290836e-01, -3.37739236e+06]), 'qtf': array([-9.58041399e-10, -6.10616509e-11]), 'fvec': array([9.31322575e-10, 2.32830644e-10])}",6
-2.869,16.91,[-3. 15.],9.385703304198744e-10,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98370153,  0.17980907],
       [-0.17980907, -0.98370153]]), 'r': array([-3.22579302e+06,  5.60231842e-01, -3.22579300e+06]), 'qtf': array([3.11544006e-10, 8.85355633e-10]), 'fvec': array([-4.65661287e-10, -8.14907253e-10])}",5
-2.869,-16.91,[ -2.86944767 -16.9087847 ],9.385703304198744e-10,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98370153, -0.17980907],
       [ 0.17980907, -0.98370153]]), 'r': array([-3.22579302e+06,  5.09397148e-01, -3.22579279e+06]), 'qtf': array([ 3.11544006e-10, -8.85355633e-10]), 'fvec': array([-4.65661287e-10,  8.14907253e-10])}",5
-3.73,-21.69,[ -3.73012484 -21.69227568],9.946529457016767e-10,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98475753, -0.17393279],
       [ 0.17393279, -0.98475753]]), 'r': array([-3.11984132e+06,  4.77709052e-01, -3.11984112e+06]), 'qtf': array([9.77872240e-10, 1.81935057e-10]), 'fvec': array([-9.31322575e-10, -3.49245965e-10])}",5
-3.73,21.69,[-3. 20.],9.946529457016767e-10,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98475753,  0.17393279],
       [-0.17393279, -0.98475753]]), 'r': array([-3.11984132e+06,  7.60663188e-01, -3.11984131e+06]), 'qtf': array([ 9.77872240e-10, -1.81935057e-10]), 'fvec': array([-9.31322575e-10,  3.49245965e-10])}",5
-4.582,26.62,[-3. 25.],6.333678266375998e-09,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98603025,  0.16656637],
       [-0.16656637, -0.98603025]]), 'r': array([-3.04295234e+06,  7.56898440e-01, -3.04295229e+06]), 'qtf': array([8.28298818e-10, 6.27928351e-09]), 'fvec': array([-1.86264515e-09, -6.05359674e-09])}",6
-4.582,-26.62,[ -4.58197563 -26.62189674],6.333678266375998e-09,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98603025, -0.16656637],
       [ 0.16656637, -0.98603025]]), 'r': array([-3.04295234e+06,  6.97278348e-01, -3.04295205e+06]), 'qtf': array([ 8.28298818e-10, -6.27928351e-09]), 'fvec': array([-1.86264515e-09,  6.05359674e-09])}",6
-5.415,31.67,[-3. 30.],3.5463707083202473e-09,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98725877,  0.15912299],
       [-0.15912299, -0.98725877]]), 'r': array([-2.98495018e+06,  8.76999648e-01, -2.98495013e+06]), 'qtf': array([-1.89786648e-09,  2.99580507e-09]), 'fvec': array([ 1.39698386e-09, -3.25962901e-09])}",6
-5.415,-31.67,[ -5.41450787 -31.66716428],3.5463707083202473e-09,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98725877, -0.15912299],
       [ 0.15912299, -0.98725877]]), 'r': array([-2.98495018e+06,  8.00820029e-01, -2.98494989e+06]), 'qtf': array([-1.89786648e-09, -2.99580507e-09]), 'fvec': array([1.39698386e-09, 3.25962901e-09])}",6
-6.224,36.81,[-7. 25.],5.9860572834417416e-09,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98836506,  0.15210033],
       [-0.15210033, -0.98836506]]), 'r': array([-2.93969324e+06,  9.47954075e-01, -2.93969324e+06]), 'qtf': array([-4.95389598e-10, -5.96552353e-09]), 'fvec': array([1.39698386e-09, 5.82076609e-09])}",7
-6.224,-36.81,[ -6.22370945 -36.80574281],5.9860572834417416e-09,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98836506, -0.15210033],
       [ 0.15210033, -0.98836506]]), 'r': array([-2.93969324e+06,  9.70874631e-01, -2.93969294e+06]), 'qtf': array([-4.95389598e-10,  5.96552353e-09]), 'fvec': array([ 1.39698386e-09, -5.82076609e-09])}",7
-7.009,42.02,[-7. 30.],1.416253515122975e-09,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98933684,  0.14564551],
       [-0.14564551, -0.98933684]]), 'r': array([-2.90337082e+06,  1.13761250e+00, -2.90337080e+06]), 'qtf': array([-1.34817686e-09, -4.33812360e-10]), 'fvec': array([1.39698386e-09, 2.32830644e-10])}",8
-7.009,-42.02,[ -7.00858307 -42.02108227],1.416253515122975e-09,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.98933684, -0.14564551],
       [ 0.14564551, -0.98933684]]), 'r': array([-2.90337082e+06,  9.89961032e-01, -2.90337051e+06]), 'qtf': array([-1.34817686e-09,  4.33812360e-10]), 'fvec': array([ 1.39698386e-09, -2.32830644e-10])}",8
-7.77,-47.3,[ -7.76953246 -47.30068875],1.0903492850679758e-08,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.99018399, -0.13977006],
       [ 0.13977006, -0.99018399]]), 'r': array([-2.87352962e+06,  1.15228510e+00, -2.87352923e+06]), 'qtf': array([3.79428272e-09, 1.02220142e-08]), 'fvec': array([-2.32830644e-09, -1.06520019e-08])}",9
-7.77,47.3,[-7. 45.],1.0903492850679758e-08,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.99018399,  0.13977006],
       [-0.13977006, -0.99018399]]), 'r': array([-2.87352962e+06,  1.20391783e+00, -2.87352957e+06]), 'qtf': array([ 3.79428272e-09, -1.02220142e-08]), 'fvec': array([-2.32830644e-09,  1.06520019e-08])}",9
-8.508,52.63,[-7. 55.],1.3170890159654386e-09,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.99092234,  0.13443556],
       [-0.13443556, -0.99092234]]), 'r': array([-2.84853177e+06,  1.33096084e+00, -2.84853171e+06]), 'qtf': array([-1.04807121e-09,  7.97665475e-10]), 'fvec': array([ 9.31322575e-10, -9.31322575e-10])}",9
-8.508,-52.63,[ -8.50758942 -52.63494084],1.3170890159654386e-09,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.99092234, -0.13443556],
       [ 0.13443556, -0.99092234]]), 'r': array([-2.84853177e+06,  1.24214427e+00, -2.84853135e+06]), 'qtf': array([-1.04807121e-09, -7.97665475e-10]), 'fvec': array([9.31322575e-10, 9.31322575e-10])}",9
-9.224,58.02,[-11.  60.],1.1985160923413608e-08,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.99156792,  0.12958802],
       [-0.12958802, -0.99156792]]), 'r': array([-2.82724711e+06,  1.44387703e+00, -2.82724703e+06]), 'qtf': array([ 2.92775109e-09, -1.16220633e-08]), 'fvec': array([-1.39698386e-09,  1.19034667e-08])}",10
-9.224,-58.02,[ -9.22403543 -58.01628713],1.1985160923413608e-08,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.99156792, -0.12958802],
       [ 0.12958802, -0.99156792]]), 'r': array([-2.82724711e+06,  1.33951475e+00, -2.82724668e+06]), 'qtf': array([2.92775109e-09, 1.16220633e-08]), 'fvec': array([-1.39698386e-09, -1.19034667e-08])}",10
-9.92,63.44,[-11.  65.],2.725212813988241e-09,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.99213504,  0.12517211],
       [-0.12517211, -0.99213504]]), 'r': array([-2.80887242e+06,  1.51392348e+00, -2.80887230e+06]), 'qtf': array([-6.03414839e-10, -2.65756946e-09]), 'fvec': array([9.31322575e-10, 2.56113708e-09])}",10
-9.92,-63.44,[ -9.92021474 -63.43869705],2.725212813988241e-09,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.99213504, -0.12517211],
       [ 0.12517211, -0.99213504]]), 'r': array([-2.80887242e+06,  1.51247604e+00, -2.80887192e+06]), 'qtf': array([-6.03414839e-10,  2.65756946e-09]), 'fvec': array([ 9.31322575e-10, -2.56113708e-09])}",10
-10.6,68.9,[-11.  70.],1.0887322473352518e-08,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.99263586,  0.12113649],
       [-0.12113649, -0.99263586]]), 'r': array([-2.79282183e+06,  1.59332494e+00, -2.79282185e+06]), 'qtf': array([-8.01384292e-09, -7.36967518e-09]), 'fvec': array([8.84756446e-09, 6.34463504e-09])}",10
