# {'par': {'k': 10; 'D': 0.1; 'v': 0.5; 'tau': 5.0; 'R': 0.5; 'label': '(tau_5)'}; 'guess_range': ([-275; 24; 150]; [0; 100; 50]); 'tols': (1e-09; 0.005; 3)}
Sol_r,Sol_i,Guess,g(x),ier,msg,infodict,instances
2.695,0.0,[4.06666667 0.        ],7.200164020559896e-09,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-1.,  0.],
       [ 0., -1.]]), 'r': array([-2.89588607e+06,  2.15753555e-01, -2.89588562e+06]), 'qtf': array([-7.20016402e-09,  0.00000000e+00]), 'fvec': array([7.20016402e-09, 0.00000000e+00])}",4
0.3452,0.6408,[6.06 2.  ],2.4034213069041515e-14,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.99926483,  0.03833805],
       [-0.03833805, -0.99926483]]), 'r': array([-1.82600637e+02,  9.16760009e-06, -1.82600630e+02]), 'qtf': array([ 2.17262488e-14, -1.02768434e-14]), 'fvec': array([-2.13162821e-14,  1.11022302e-14])}",10
0.3452,-0.6408,[ 0.34519961 -0.64076582],2.4034213069041515e-14,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.99926483, -0.03833805],
       [ 0.03833805, -0.99926483]]), 'r': array([-1.82600637e+02,  1.07547361e-06, -1.82600635e+02]), 'qtf': array([2.17262488e-14, 1.02768434e-14]), 'fvec': array([-2.13162821e-14, -1.11022302e-14])}",10
0.2652,1.899,[0.08 2.  ],8.881784197001252e-15,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.99670628,  0.08109624],
       [-0.08109624, -0.99670628]]), 'r': array([-1.87095475e+02,  1.31699653e-05, -1.87095473e+02]), 'qtf': array([-6.64985647e-15, -5.88774146e-15]), 'fvec': array([7.10542736e-15, 5.32907052e-15])}",2
0.2652,-1.899,[ 0.26515981 -1.89898305],8.881784197001252e-15,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.99670628, -0.08109624],
       [ 0.08109624, -0.99670628]]), 'r': array([-1.87095475e+02,  1.39372908e-05, -1.87095474e+02]), 'qtf': array([-6.64985647e-15,  5.88774146e-15]), 'fvec': array([ 7.10542736e-15, -5.32907052e-15])}",2
0.156,3.131,[6.06 4.  ],1.3557455178480058e-14,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.99571299,  0.0924967 ],
       [-0.0924967 , -0.99571299]]), 'r': array([-1.89608163e+02,  3.11304593e-05, -1.89608166e+02]), 'qtf': array([ 8.14296274e-15, -1.08395917e-14]), 'fvec': array([-7.10542736e-15,  1.15463195e-14])}",10
0.156,-3.131,[ 0.15600036 -3.13073716],1.3557455178480058e-14,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.99571299, -0.0924967 ],
       [ 0.0924967 , -0.99571299]]), 'r': array([-1.89608163e+02,  1.39435846e-05, -1.89608162e+02]), 'qtf': array([8.14296274e-15, 1.08395917e-14]), 'fvec': array([-7.10542736e-15, -1.15463195e-14])}",10
0.0418,4.351,[0.08 4.  ],1.9539925233402755e-14,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.99567371,  0.09291857],
       [-0.09291857, -0.99567371]]), 'r': array([-1.90731819e+02,  3.52554395e-05, -1.90731812e+02]), 'qtf': array([ 1.81562194e-15, -1.94553899e-14]), 'fvec': array([0.00000000e+00, 1.95399252e-14])}",2
0.0418,-4.351,[ 0.04179667 -4.35087438],1.9539925233402755e-14,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.99567371, -0.09291857],
       [ 0.09291857, -0.99567371]]), 'r': array([-1.90731819e+02,  2.80407716e-05, -1.90731807e+02]), 'qtf': array([1.81562194e-15, 1.94553899e-14]), 'fvec': array([ 0.00000000e+00, -1.95399252e-14])}",2
-0.06988,5.566,[0.08 6.  ],5.684341886080802e-14,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.99595608,  0.08984148],
       [-0.08984148, -0.99595608]]), 'r': array([-1.91363853e+02,  6.67364220e-05, -1.91363877e+02]), 'qtf': array([-5.10689707e-15,  5.66135485e-14]), 'fvec': array([ 0.00000000e+00, -5.68434189e-14])}",5
-0.06988,-5.566,[-0.06987557 -5.56585679],5.684341886080802e-14,1,The solution converged.,"{'nfev': 4, 'fjac': array([[-0.99595608, -0.08984148],
       [ 0.08984148, -0.99595608]]), 'r': array([-1.91363853e+02,  1.48690069e-05, -1.91363869e+02]), 'qtf': array([-5.10689707e-15, -5.66135485e-14]), 'fvec': array([0.00000000e+00, 5.68434189e-14])}",5
